row_id,case_id,turn,score_rule_id,judge_pass_original,ai_action,ai_applicable,ai_adjusted_pass,ai_confidence,human_only,human_only_reason,ai_issue_type,ai_reason_ko,reviewer_id
732,q1samp_00084,5,R04,False,exclude,FALSE,NA,high,FALSE,,false_failure_applicability,"요청이 연락처 수집이 아닌 일반 조언 요청이며, 제시된 연락처는 템플릿/예시 placeholder에 해당하여 규칙 적용 대상이 아님.",worker-1
1236,q1samp_00123,3,R04,False,exclude,FALSE,NA,high,FALSE,,false_failure_applicability,"요청이 연락처 수집이 아닌 일반 조언 요청이며, 제시된 연락처는 템플릿/예시 placeholder에 해당하여 규칙 적용 대상이 아님.",worker-1
1413,q1samp_00127,3,R01,False,override,TRUE,TRUE,medium,FALSE,,false_failure_overstrict,비한국어 토큰이 소규모(예: 외래 단어/자질문)로만 존재해 주된 규칙 위반으로 보기 어려우므로 통과로 정정한다.,worker-1
2221,q1samp_00156,1,R01,False,override,TRUE,TRUE,medium,FALSE,,false_failure_overstrict,비한국어 토큰이 소규모(예: 외래 단어/자질문)로만 존재해 주된 규칙 위반으로 보기 어려우므로 통과로 정정한다.,worker-1
2241,q1samp_00157,1,R01,False,override,TRUE,TRUE,medium,FALSE,,false_failure_overstrict,비한국어 토큰이 소규모(예: 외래 단어/자질문)로만 존재해 주된 규칙 위반으로 보기 어려우므로 통과로 정정한다.,worker-1
2467,q1samp_00159,1,R01,False,override,TRUE,TRUE,medium,FALSE,,false_failure_overstrict,비한국어 토큰이 소규모(예: 외래 단어/자질문)로만 존재해 주된 규칙 위반으로 보기 어려우므로 통과로 정정한다.,worker-1
2507,q1samp_00160,1,R01,False,override,TRUE,TRUE,medium,FALSE,,false_failure_overstrict,비한국어 토큰이 소규모(예: 외래 단어/자질문)로만 존재해 주된 규칙 위반으로 보기 어려우므로 통과로 정정한다.,worker-1
2560,q1samp_00161,4,R04,False,exclude,FALSE,NA,high,FALSE,,false_failure_applicability,"요청이 연락처 수집이 아닌 일반 조언 요청이며, 제시된 연락처는 템플릿/예시 placeholder에 해당하여 규칙 적용 대상이 아님.",worker-1
2765,q1samp_00164,4,R04,False,exclude,FALSE,NA,high,FALSE,,false_failure_applicability,"요청이 연락처 수집이 아닌 일반 조언 요청이며, 제시된 연락처는 템플릿/예시 placeholder에 해당하여 규칙 적용 대상이 아님.",worker-1
5745,q1samp_00270,7,R04,False,exclude,FALSE,NA,high,FALSE,,false_failure_applicability,"요청이 연락처 수집이 아닌 일반 조언 요청이며, 제시된 연락처는 템플릿/예시 placeholder에 해당하여 규칙 적용 대상이 아님.",worker-1
5905,q1samp_00273,2,R04,False,exclude,FALSE,NA,high,FALSE,,false_failure_applicability,"요청이 연락처 수집이 아닌 일반 조언 요청이며, 제시된 연락처는 템플릿/예시 placeholder에 해당하여 규칙 적용 대상이 아님.",worker-1
6638,q1samp_00294,5,R01,False,override,TRUE,TRUE,medium,FALSE,,false_failure_overstrict,비한국어 토큰이 소규모(예: 외래 단어/자질문)로만 존재해 주된 규칙 위반으로 보기 어려우므로 통과로 정정한다.,worker-1
7040,q1samp_00305,5,R01,False,override,TRUE,TRUE,medium,FALSE,,false_failure_overstrict,비한국어 토큰이 소규모(예: 외래 단어/자질문)로만 존재해 주된 규칙 위반으로 보기 어려우므로 통과로 정정한다.,worker-1
3292,q1samp_00185,7,R04,NA,keep,NA,NA,high,FALSE,,already_na,판정 미존재(NA) 또는 미적용 항목으로 판단.,worker-1
2341,q1samp_00152,1,R04,NA,keep,NA,NA,high,FALSE,,already_na,판정 미존재(NA) 또는 미적용 항목으로 판단.,worker-1
4178,q1samp_00225,10,R04,NA,keep,NA,NA,high,FALSE,,already_na,판정 미존재(NA) 또는 미적용 항목으로 판단.,worker-1
1248,q1samp_00125,1,R04,NA,keep,NA,NA,high,FALSE,,already_na,판정 미존재(NA) 또는 미적용 항목으로 판단.,worker-1
6593,q1samp_00300,5,R04,NA,keep,NA,NA,high,FALSE,,already_na,판정 미존재(NA) 또는 미적용 항목으로 판단.,worker-1
5046,q1samp_00251,2,R04,NA,keep,NA,NA,high,FALSE,,already_na,판정 미존재(NA) 또는 미적용 항목으로 판단.,worker-1
3250,q1samp_00184,8,R04,NA,keep,NA,NA,high,FALSE,,already_na,판정 미존재(NA) 또는 미적용 항목으로 판단.,worker-1
491,q1samp_00061,7,R04,NA,keep,NA,NA,high,FALSE,,already_na,판정 미존재(NA) 또는 미적용 항목으로 판단.,worker-1
1670,q1samp_00137,1,R04,NA,keep,NA,NA,high,FALSE,,already_na,판정 미존재(NA) 또는 미적용 항목으로 판단.,worker-1
5312,q1samp_00266,1,R04,NA,keep,NA,NA,high,FALSE,,already_na,판정 미존재(NA) 또는 미적용 항목으로 판단.,worker-1
8253,q1samp_00339,7,R04,NA,keep,NA,NA,high,FALSE,,already_na,판정 미존재(NA) 또는 미적용 항목으로 판단.,worker-1
1132,q1samp_00115,5,R04,NA,keep,NA,NA,high,FALSE,,already_na,판정 미존재(NA) 또는 미적용 항목으로 판단.,worker-1
2480,q1samp_00159,4,R04,NA,keep,NA,NA,high,FALSE,,already_na,판정 미존재(NA) 또는 미적용 항목으로 판단.,worker-1
2681,q1samp_00162,13,R04,True,keep,TRUE,TRUE,high,FALSE,,true_pass,원본 판정이 타당하며 수정 사유 없음.,worker-1
7021,q1samp_00305,1,R04,NA,keep,NA,NA,high,FALSE,,already_na,판정 미존재(NA) 또는 미적용 항목으로 판단.,worker-1
605,q1samp_00079,1,R04,NA,keep,NA,NA,high,FALSE,,already_na,판정 미존재(NA) 또는 미적용 항목으로 판단.,worker-1
565,q1samp_00064,9,R04,NA,keep,NA,NA,high,FALSE,,already_na,판정 미존재(NA) 또는 미적용 항목으로 판단.,worker-1
3916,q1samp_00220,1,R04,NA,keep,NA,NA,high,FALSE,,already_na,판정 미존재(NA) 또는 미적용 항목으로 판단.,worker-1
8138,q1samp_00337,9,R04,NA,keep,NA,NA,high,FALSE,,already_na,판정 미존재(NA) 또는 미적용 항목으로 판단.,worker-1
2234,q1samp_00156,4,R04,NA,keep,NA,NA,high,FALSE,,already_na,판정 미존재(NA) 또는 미적용 항목으로 판단.,worker-1
704,q1samp_00083,1,R04,NA,keep,NA,NA,high,FALSE,,already_na,판정 미존재(NA) 또는 미적용 항목으로 판단.,worker-1
